Team,Date,Score
United Arab Emirates,04-07-2016,38.49
Uruguay,04-07-2016,63.56
USA,04-07-2016,65.6
Uzbekistan,04-07-2016,31.29
Vanuatu,04-07-2016,27.45
Venezuela,04-07-2016,40.02
Wales,04-07-2016,82.49
Zambia,04-07-2016,35.8
Zimbabwe,04-07-2016,53.24
Andorra,04-07-2011,42.83
Argentina,04-07-2011,78.97
Australia,04-07-2011,87.45
Austria,04-07-2011,37.76
Bahamas,04-07-2011,36.33
Barbados,04-07-2011,39.13
Belgium,04-07-2011,56.5
Bermuda,04-07-2011,45.94
Bosnia & Herzegovina,04-07-2011,36.18
Botswana,04-07-2011,36.68
Brazil,04-07-2011,54.04
Bulgaria,04-07-2011,37.12
Cameroon,04-07-2011,38.33
Canada,04-07-2011,69.78
Cayman Islands,04-07-2011,41.23
Chile,04-07-2011,59.52
China,04-07-2011,41.78
Chinese Taipei,04-07-2011,43.62
Colombia,04-07-2011,41.73
Cook Islands,04-07-2011,44.61
Cote D'Ivoire,04-07-2011,47.52
Croatia,04-07-2011,45.56
Czech Republic,04-07-2011,53.78
Denmark,04-07-2011,40.6
England,04-07-2011,82.48
Fiji,04-07-2011,71.32
Finland,04-07-2011,27.7
France,04-07-2011,82.06
Georgia,04-07-2011,70.3
Germany,04-07-2011,51.81
Guam,04-07-2011,36.24
Guyana,04-07-2011,42.54
Hong Kong,04-07-2011,54.34
Hungary,04-07-2011,40.1
India,04-07-2011,39.19
Ireland,04-07-2011,82.51
Israel,04-07-2011,41.05
Italy,04-07-2011,73.54
Jamaica,04-07-2011,36.35
Japan,04-07-2011,69.88
Kazakhstan,04-07-2011,53.62
Kenya,04-07-2011,51.21
Korea,04-07-2011,53.36
Latvia,04-07-2011,42.69
Lithuania,04-07-2011,51.49
Luxembourg,04-07-2011,32.49
Madagascar,04-07-2011,44.31
Malaysia,04-07-2011,41.75
Malta,04-07-2011,45.23
Moldova,04-07-2011,54.09
Monaco,04-07-2011,35.17
Morocco,04-07-2011,56.13
Namibia,04-07-2011,61.42
Netherlands,04-07-2011,47.71
New Zealand,04-07-2011,93.19
Nigeria,04-07-2011,35.28
Niue Island,04-07-2011,41.11
Norway,04-07-2011,35.02
Papua New Guinea,04-07-2011,46.19
Paraguay,04-07-2011,48.84
Peru,04-07-2011,41.98
Poland,04-07-2011,52.88
Portugal,04-07-2011,60.67
Romania,04-07-2011,65.57
Russia,04-07-2011,61.92
Samoa,04-07-2011,75.58
Scotland,04-07-2011,77.35
Senegal,04-07-2011,45.24
Serbia,04-07-2011,40.81
Singapore,04-07-2011,45.67
Slovenia,04-07-2011,40.2
Solomon Islands,04-07-2011,39.06
South Africa,04-07-2011,86.44
Spain,04-07-2011,59.43
Sri Lanka,04-07-2011,47.03
St Vincent and the Grenadines,04-07-2011,39.3
Swaziland,04-07-2011,36.68
Sweden,04-07-2011,50.99
Switzerland,04-07-2011,44.22
Tahiti,04-07-2011,36.25
Thailand,04-07-2011,41.46
Tonga,04-07-2011,71.62
Trinidad & Tobago,04-07-2011,45.85
Tunisia,04-07-2011,52.35
Uganda,04-07-2011,46.88
Ukraine,04-07-2011,53.34
Uruguay,04-07-2011,60
USA,04-07-2011,66.78
Vanuatu,04-07-2011,34.77
Venezuela,04-07-2011,42.88
Wales,04-07-2011,79.55
Zambia,04-07-2011,39.94
Zimbabwe,04-07-2011,51.18
American Samoa,04-02-2013,30
Andorra,04-02-2013,42.15
Argentina,04-02-2013,78.71
Australia,04-02-2013,86.87
Austria,04-02-2013,36.2
Bahamas,04-02-2013,35.68
Barbados,04-02-2013,41.01
Belgium,04-02-2013,59.67
Bermuda,04-02-2013,46.78
Bosnia & Herzegovina,04-02-2013,35.29
Botswana,04-02-2013,38.65
Brazil,04-02-2013,52.18
Bulgaria,04-02-2013,38.12
Cameroon,04-02-2013,38.33
Canada,04-02-2013,71.41
Cayman Islands,04-02-2013,41.27
Chile,04-02-2013,57.02
China,04-02-2013,40.73
Chinese Taipei,04-02-2013,43.19
Colombia,04-02-2013,43.65
Cook Islands,04-02-2013,44.61
Cote D'Ivoire,04-02-2013,47.67
Croatia,04-02-2013,47.76
Czech Republic,04-02-2013,47.66
Denmark,04-02-2013,41.16
England,04-02-2013,83.9
Fiji,04-02-2013,71.52
Finland,04-02-2013,26.29
France,04-02-2013,83.49
Georgia,04-02-2013,66.59
Germany,04-02-2013,54.52
Greece,04-02-2013,30
Guam,04-02-2013,35.7
Guyana,04-02-2013,43.56
Hong Kong,04-02-2013,55.69
Hungary,04-02-2013,36.97
India,04-02-2013,40.81
Ireland,04-02-2013,81.33
Israel,04-02-2013,46.06
Italy,04-02-2013,77.82
Jamaica,04-02-2013,37.08
Japan,04-02-2013,70.09
Kazakhstan,04-02-2013,51.28
Kenya,04-02-2013,50.28
Korea,04-02-2013,56.72
Latvia,04-02-2013,40.05
Lithuania,04-02-2013,47.84
Luxembourg,04-02-2013,34.25
Madagascar,04-02-2013,48.19
Malaysia,04-02-2013,41.37
Malta,04-02-2013,48.87
Mauritius,04-02-2013,30
Mexico,04-02-2013,39.38
Moldova,04-02-2013,49.53
Monaco,04-02-2013,35.17
Morocco,04-02-2013,52.35
Namibia,04-02-2013,58.45
Netherlands,04-02-2013,49.83
New Zealand,04-02-2013,90.08
Nigeria,04-02-2013,35.28
Niue Island,04-02-2013,40.45
Norway,04-02-2013,34.33
Pakistan,04-02-2013,38.38
Papua New Guinea,04-02-2013,46.55
Paraguay,04-02-2013,50.06
Peru,04-02-2013,39.67
Philippines,04-02-2013,44.34
Poland,04-02-2013,56.91
Portugal,04-02-2013,58.58
Romania,04-02-2013,63.17
Russia,04-02-2013,62.35
Samoa,04-02-2013,78.71
Scotland,04-02-2013,75.83
Senegal,04-02-2013,47.14
Serbia,04-02-2013,39.49
Singapore,04-02-2013,41.19
Slovenia,04-02-2013,38.45
Solomon Islands,04-02-2013,40.7
South Africa,04-02-2013,86.94
Spain,04-02-2013,62.23
Sri Lanka,04-02-2013,47.6
St Vincent and the Grenadines,04-02-2013,36.84
Swaziland,04-02-2013,35.63
Sweden,04-02-2013,51.91
Switzerland,04-02-2013,46.16
Tahiti,04-02-2013,36.25
Thailand,04-02-2013,43.44
Tonga,04-02-2013,76.1
Trinidad & Tobago,04-02-2013,44.68
Tunisia,04-02-2013,48.18
Uganda,04-02-2013,48.76
Ukraine,04-02-2013,53.8
United Arab Emirates,04-02-2013,30
Uruguay,04-02-2013,59.37
USA,04-02-2013,68.32
Vanuatu,04-02-2013,33.45
Venezuela,04-02-2013,41.83
Wales,04-02-2013,77.27
Zambia,04-02-2013,38.87
Zimbabwe,04-02-2013,52.57
American Samoa,04-08-2014,30
Andorra,04-08-2014,42.54
Argentina,04-08-2014,73.97
Australia,04-08-2014,86.94
Austria,04-08-2014,37.68
Bahamas,04-08-2014,32.99
Barbados,04-08-2014,38.26
Belgium,04-08-2014,53.9
Bermuda,04-08-2014,41.59
Bosnia & Herzegovina,04-08-2014,33.45
Botswana,04-08-2014,39.64
Brazil,04-08-2014,50.63
Bulgaria,04-08-2014,34.52
Cameroon,04-08-2014,38.33
Canada,04-08-2014,67.77
Cayman Islands,04-08-2014,45.41
Chile,04-08-2014,54.54
China,04-08-2014,41.47
Chinese Taipei,04-08-2014,42.62
Colombia,04-08-2014,43.33
Cook Islands,04-08-2014,47.11
Cote D'Ivoire,04-08-2014,47.08
Croatia,04-08-2014,46.35
Czech Republic,04-08-2014,49.49
Denmark,04-08-2014,39.94
England,04-08-2014,85.68
Fiji,04-08-2014,74.58
Finland,04-08-2014,29.44
France,04-08-2014,80.01
Georgia,04-08-2014,70.46
Germany,04-08-2014,57.19
Greece,04-08-2014,28.55
Guam,04-08-2014,34.95
Guyana,04-08-2014,45.49
Hong Kong,04-08-2014,57.63
Hungary,04-08-2014,41.02
India,04-08-2014,39.07
Indonesia,04-08-2014,30
Ireland,04-08-2014,83.44
Israel,04-08-2014,45.75
Italy,04-08-2014,70.92
Jamaica,04-08-2014,36.99
Japan,04-08-2014,75.63
Kazakhstan,04-08-2014,48.91
Kenya,04-08-2014,53.25
Korea,04-08-2014,57.22
Latvia,04-08-2014,41.89
Lithuania,04-08-2014,46.2
Luxembourg,04-08-2014,35.94
Madagascar,04-08-2014,47.69
Malaysia,04-08-2014,40.2
Malta,04-08-2014,48.85
Mauritius,04-08-2014,33.86
Mexico,04-08-2014,43.2
Moldova,04-08-2014,54.1
Monaco,04-08-2014,35.17
Morocco,04-08-2014,51.18
Namibia,04-08-2014,58.39
Netherlands,04-08-2014,53.16
New Zealand,04-08-2014,93.81
Nigeria,04-08-2014,38.05
Niue Island,04-08-2014,40.45
Norway,04-08-2014,32.68
Pakistan,04-08-2014,36.74
Papua New Guinea,04-08-2014,45.27
Paraguay,04-08-2014,50.42
Peru,04-08-2014,40.13
Philippines,04-08-2014,45.57
Poland,04-08-2014,50.64
Portugal,04-08-2014,57.73
Romania,04-08-2014,68.42
Russia,04-08-2014,62.14
Samoa,04-08-2014,76.35
Scotland,04-08-2014,77.75
Senegal,04-08-2014,48.69
Serbia,04-08-2014,36.54
Singapore,04-08-2014,44.54
Slovenia,04-08-2014,36.49
Solomon Islands,04-08-2014,40.35
South Africa,04-08-2014,89.34
Spain,04-08-2014,60.65
Sri Lanka,04-08-2014,46.95
St Vincent and the Grenadines,04-08-2014,36.84
Swaziland,04-08-2014,32.04
Sweden,04-08-2014,47.82
Switzerland,04-08-2014,47.27
Tahiti,04-08-2014,35.37
Thailand,04-08-2014,43.37
Tonga,04-08-2014,72.83
Trinidad & Tobago,04-08-2014,45.5
Tunisia,04-08-2014,49.89
Uganda,04-08-2014,44.68
Ukraine,04-08-2014,52.37
United Arab Emirates,04-08-2014,30
Uruguay,04-08-2014,63.72
USA,04-08-2014,67.3
Uzbekistan,04-08-2014,31.94
Vanuatu,04-08-2014,33.45
Venezuela,04-08-2014,41.67
Wales,04-08-2014,80.7
Zambia,04-08-2014,34.77
Zimbabwe,04-08-2014,55.83
American Samoa,04-04-2016,25.53
Andorra,04-04-2016,40.8
Argentina,04-04-2016,82.59
Australia,04-04-2016,89.33
Austria,04-04-2016,35
Bahamas,04-04-2016,34.55
Barbados,04-04-2016,37.39
Belgium,04-04-2016,57.94
Bermuda,04-04-2016,40.03
Bosnia & Herzegovina,04-04-2016,36.18
Botswana,04-04-2016,40.99
Brazil,04-04-2016,50.41
Bulgaria,04-04-2016,31.57
Cameroon,04-04-2016,32.33
Canada,04-04-2016,64.27
Cayman Islands,04-04-2016,42.87
Chile,04-04-2016,55.2
China,04-04-2016,39.58
Chinese Taipei,04-04-2016,40.27
Colombia,04-04-2016,46.51
Cook Islands,04-04-2016,47.11
Cote D'Ivoire,04-04-2016,45.76
Croatia,04-04-2016,46.97
Czech Republic,04-04-2016,51.46
Denmark,04-04-2016,34.26
England,04-04-2016,83.98
Fiji,04-04-2016,76.96
Finland,04-04-2016,28.34
France,04-04-2016,78.36
Georgia,04-04-2016,72.62
Germany,04-04-2016,57.71
Greece,04-04-2016,28.55
Guam,04-04-2016,38.11
Guyana,04-04-2016,44.88
Hong Kong,04-04-2016,57.17
Hungary,04-04-2016,37.94
India,04-04-2016,37.12
Indonesia,04-04-2016,28.73
Ireland,04-04-2016,80.33
Israel,04-04-2016,42.17
Italy,04-04-2016,70.78
Jamaica,04-04-2016,38.92
Japan,04-04-2016,77.05
Kazakhstan,04-04-2016,48.14
Kenya,04-04-2016,55.89
Korea,04-04-2016,56.7
Latvia,04-04-2016,44.06
Lithuania,04-04-2016,48.86
Luxembourg,04-04-2016,41.67
Madagascar,04-04-2016,48.71
Malaysia,04-04-2016,43.53
Malta,04-04-2016,46.15
Mauritius,04-04-2016,33.86
Mexico,04-04-2016,43.61
Moldova,04-04-2016,52.82
Monaco,04-04-2016,29.17
Morocco,04-04-2016,45.18
Namibia,04-04-2016,61.75
Netherlands,04-04-2016,50.77
New Zealand,04-04-2016,96.1
Nigeria,04-04-2016,37.03
Niue Island,04-04-2016,34.45
Norway,04-04-2016,34
Pakistan,04-04-2016,36.74
Papua New Guinea,04-04-2016,39.27
Paraguay,04-04-2016,50.46
Peru,04-04-2016,39.24
Philippines,04-04-2016,45.12
Poland,04-04-2016,51.03
Portugal,04-04-2016,54.29
Romania,04-04-2016,67.52
Russia,04-04-2016,63.56
Samoa,04-04-2016,70.36
Scotland,04-04-2016,78.32
Senegal,04-04-2016,45.96
Serbia,04-04-2016,35.11
Singapore,04-04-2016,42.92
Slovenia,04-04-2016,40.55
Solomon Islands,04-04-2016,30.4
South Africa,04-04-2016,87.66
Spain,04-04-2016,60.87
Sri Lanka,04-04-2016,49.79
St Vincent and the Grenadines,04-04-2016,34.91
Swaziland,04-04-2016,32.04
Sweden,04-04-2016,43.92
Switzerland,04-04-2016,50.95
Tahiti,04-04-2016,31.79
Thailand,04-04-2016,37.46
Tonga,04-04-2016,71.6
Trinidad & Tobago,04-04-2016,47.38
Tunisia,04-04-2016,49.11
Uganda,04-04-2016,46.35
Ukraine,04-04-2016,55.51
United Arab Emirates,04-04-2016,34.92
Uruguay,04-04-2016,63.23
USA,04-04-2016,65.68
Uzbekistan,04-04-2016,33.89
Vanuatu,04-04-2016,27.45
Venezuela,04-04-2016,40.02
Wales,04-04-2016,83.1
Zambia,04-04-2016,35.8
Zimbabwe,04-04-2016,53.24
Andorra,04-04-2011,42.83
Argentina,04-04-2011,78.97
Australia,04-04-2011,87.45
Austria,04-04-2011,36.87
Bahamas,04-04-2011,36.33
Barbados,04-04-2011,39.21
Belgium,04-04-2011,55.96
Bermuda,04-04-2011,44.74
Bosnia & Herzegovina,04-04-2011,36.18
Botswana,04-04-2011,38.17
Brazil,04-04-2011,54.56
Bulgaria,04-04-2011,37.12
Cameroon,04-04-2011,38.21
Canada,04-04-2011,69.18
Cayman Islands,04-04-2011,40.97
Chile,04-04-2011,56.68
China,04-04-2011,41.23
Chinese Taipei,04-04-2011,42.27
Colombia,04-04-2011,41.73
Cook Islands,04-04-2011,44.61
Cote D'Ivoire,04-04-2011,47.52
Croatia,04-04-2011,48.15
Czech Republic,04-04-2011,53.78
Denmark,04-04-2011,41.17
England,04-04-2011,82.48
Fiji,04-04-2011,74.05
Finland,04-04-2011,27.7
France,04-04-2011,82.06
Georgia,04-04-2011,70.16
Germany,04-04-2011,51.81
Guam,04-04-2011,36.8
Guyana,04-04-2011,41.52
Hong Kong,04-04-2011,51.43
Hungary,04-04-2011,39.68
India,04-04-2011,39.61
Ireland,04-04-2011,82.51
Israel,04-04-2011,40.44
Italy,04-04-2011,73.54
Jamaica,04-04-2011,36.61
Japan,04-04-2011,71.44
Kazakhstan,04-04-2011,55.21
Kenya,04-04-2011,52.84
Korea,04-04-2011,52.87
Latvia,04-04-2011,43.85
Lithuania,04-04-2011,49.83
Luxembourg,04-04-2011,32.49
Madagascar,04-04-2011,46.45
Malaysia,04-04-2011,42.95
Malta,04-04-2011,44.44
Moldova,04-04-2011,54.02
Monaco,04-04-2011,35.17
Morocco,04-04-2011,56.13
Namibia,04-04-2011,60.66
Netherlands,04-04-2011,48.63
New Zealand,04-04-2011,93.19
Nigeria,04-04-2011,35.28
Niue Island,04-04-2011,41.11
Norway,04-04-2011,36.36
Papua New Guinea,04-04-2011,46.19
Paraguay,04-04-2011,50.23
Peru,04-04-2011,41.98
Poland,04-04-2011,52.57
Portugal,04-04-2011,61.8
Romania,04-04-2011,65.34
Russia,04-04-2011,63.17
Samoa,04-04-2011,74.01
Scotland,04-04-2011,77.35
Senegal,04-04-2011,43.83
Serbia,04-04-2011,40.81
Singapore,04-04-2011,44.96
Slovenia,04-04-2011,42.12
Solomon Islands,04-04-2011,39.06
South Africa,04-04-2011,86.44
Spain,04-04-2011,59.43
Sri Lanka,04-04-2011,48.36
St Lucia,04-04-2011,37.57
St Vincent and the Grenadines,04-04-2011,39.3
Swaziland,04-04-2011,36.68
Sweden,04-04-2011,49.71
Switzerland,04-04-2011,42.3
Tahiti,04-04-2011,36.25
Thailand,04-04-2011,42.4
Tonga,04-04-2011,67.34
Trinidad & Tobago,04-04-2011,47.19
Tunisia,04-04-2011,52.35
Uganda,04-04-2011,48.13
Ukraine,04-04-2011,53.34
Uruguay,04-04-2011,60.94
USA,04-04-2011,67.69
Vanuatu,04-04-2011,34.77
Venezuela,04-04-2011,42.88
Wales,04-04-2011,79.55
Zambia,04-04-2011,39.97
Zimbabwe,04-04-2011,46.15
Andorra,04-04-2005,43.41
Arabian Gulf,04-04-2005,45.78
Argentina,04-04-2005,77.63
Australia,04-04-2005,88.58
Austria,04-04-2005,39.85
Bahamas,04-04-2005,34.2
Barbados,04-04-2005,38.48
Belgium,04-04-2005,46.55
Bermuda,04-04-2005,44.57
Bosnia & Herzegovina,04-04-2005,30.53
Botswana,04-04-2005,38.25
Brazil,04-04-2005,51.55
Bulgaria,04-04-2005,36.26
Cameroon,04-04-2005,37.69
Canada,04-04-2005,68.09
Cayman Islands,04-04-2005,43.97
Chile,04-04-2005,58.79
China,04-04-2005,48.82
Chinese Taipei,04-04-2005,51.24
Colombia,04-04-2005,37.95
Cook Islands,04-04-2005,44.68
Cote D'Ivoire,04-04-2005,48.87
Croatia,04-04-2005,49.99
Czech Republic,04-04-2005,58.52
Denmark,04-04-2005,48.29
England,04-04-2005,82.81
Fiji,04-04-2005,73.27
Finland,04-04-2005,29.66
France,04-04-2005,84.67
Georgia,04-04-2005,62.88
Germany,04-04-2005,55.18
Guam,04-04-2005,40
Guyana,04-04-2005,38.95
Hong Kong,04-04-2005,55.53
Hungary,04-04-2005,38.46
India,04-04-2005,34.62
Ireland,04-04-2005,82.14
Israel,04-04-2005,35.42
Italy,04-04-2005,70.8
Jamaica,04-04-2005,37.93
Japan,04-04-2005,64.83
Kazakhstan,04-04-2005,46.64
Kenya,04-04-2005,46.67
Korea,04-04-2005,60.24
Latvia,04-04-2005,43.47
Lithuania,04-04-2005,42.22
Luxembourg,04-04-2005,40.69
Madagascar,04-04-2005,47.57
Malaysia,04-04-2005,40.8
Malta,04-04-2005,45.02
Moldova,04-04-2005,49.21
Monaco,04-04-2005,38.81
Morocco,04-04-2005,59.94
Namibia,04-04-2005,59.38
Netherlands,04-04-2005,53.5
New Zealand,04-04-2005,90.9
Nigeria,04-04-2005,37.25
Niue Island,04-04-2005,40.83
Norway,04-04-2005,34.4
Papua New Guinea,04-04-2005,43.52
Paraguay,04-04-2005,53.18
Peru,04-04-2005,44.16
Poland,04-04-2005,52.7
Portugal,04-04-2005,66.03
Romania,04-04-2005,67.34
Russia,04-04-2005,57.41
Samoa,04-04-2005,71.03
Scotland,04-04-2005,73.47
Senegal,04-04-2005,40.41
Serbia,04-04-2005,42.67
Singapore,04-04-2005,48.01
Slovenia,04-04-2005,44.73
Solomon Islands,04-04-2005,39.67
South Africa,04-04-2005,85.78
Spain,04-04-2005,54.62
Sri Lanka,04-04-2005,44.05
St Lucia,04-04-2005,40
St Vincent and the Grenadines,04-04-2005,40
Swaziland,04-04-2005,38.31
Sweden,04-04-2005,47.24
Switzerland,04-04-2005,48.7
Tahiti,04-04-2005,37.62
Thailand,04-04-2005,43.58
Tonga,04-04-2005,62.72
Trinidad & Tobago,04-04-2005,46.36
Tunisia,04-04-2005,54.09
Uganda,04-04-2005,41.96
Ukraine,04-04-2005,56.1
Uruguay,04-04-2005,66.92
USA,04-04-2005,66.4
Vanuatu,04-04-2005,35.67
Venezuela,04-04-2005,47.33
Wales,04-04-2005,83.08
Zambia,04-04-2005,41.78
Zimbabwe,04-04-2005,47.36
American Samoa,03-10-2016,25.53
Andorra,03-10-2016,42.32
Argentina,03-10-2016,80.93
Australia,03-10-2016,84.71
Austria,03-10-2016,33.7
Bahamas,03-10-2016,33.76
Barbados,03-10-2016,36.94
Belgium,03-10-2016,57.94
Bermuda,03-10-2016,39.22
Bosnia & Herzegovina,03-10-2016,38.48
Botswana,03-10-2016,40.46
Brazil,03-10-2016,50.75
Bulgaria,03-10-2016,29.94
Cameroon,03-10-2016,32.33
Canada,03-10-2016,64.53
Cayman Islands,03-10-2016,42.88
Chile,03-10-2016,55.73
China,03-10-2016,39.58
Chinese Taipei,03-10-2016,40.27
Colombia,03-10-2016,46.51
Cook Islands,03-10-2016,47.11
Cote D'Ivoire,03-10-2016,45.66
Croatia,03-10-2016,45.35
Czech Republic,03-10-2016,52.51
Denmark,03-10-2016,33.27
England,03-10-2016,89.49
Fiji,03-10-2016,75.49
Finland,03-10-2016,29.3
France,03-10-2016,80.75
Georgia,03-10-2016,75.23
Germany,03-10-2016,57.71
Greece,03-10-2016,28.55
Guam,03-10-2016,37.85
Guyana,03-10-2016,45.35
Hong Kong,03-10-2016,57.84
Hungary,03-10-2016,36.42
India,03-10-2016,37.12
Indonesia,03-10-2016,28.73
Ireland,03-10-2016,81.67
Israel,03-10-2016,41.67
Italy,03-10-2016,72.23
Jamaica,03-10-2016,38.76
Japan,03-10-2016,74.95
Kazakhstan,03-10-2016,48.14
Kenya,03-10-2016,59.28
Korea,03-10-2016,54.85
Latvia,03-10-2016,45.83
Lithuania,03-10-2016,47.09
Luxembourg,03-10-2016,42.99
Madagascar,03-10-2016,47.43
Malaysia,03-10-2016,45.55
Malta,03-10-2016,46.32
Mauritius,03-10-2016,33.17
Mexico,03-10-2016,46.47
Moldova,03-10-2016,52.32
Monaco,03-10-2016,29.17
Morocco,03-10-2016,45.18
Namibia,03-10-2016,62.78
Netherlands,03-10-2016,51.52
New Zealand,03-10-2016,96.3
Nigeria,03-10-2016,37.71
Niue Island,03-10-2016,34.45
Norway,03-10-2016,32.37
Pakistan,03-10-2016,36.74
Papua New Guinea,03-10-2016,39.27
Paraguay,03-10-2016,48.77
Peru,03-10-2016,37.41
Philippines,03-10-2016,44.2
Poland,03-10-2016,52.04
Portugal,03-10-2016,54.29
Romania,03-10-2016,68.74
Russia,03-10-2016,61.91
Samoa,03-10-2016,71.37
Scotland,03-10-2016,80.44
Senegal,03-10-2016,47.24
Serbia,03-10-2016,36.89
Singapore,03-10-2016,42.9
Slovenia,03-10-2016,39.76
Solomon Islands,03-10-2016,30.4
South Africa,03-10-2016,85.12
Spain,03-10-2016,58.79
Sri Lanka,03-10-2016,48.71
St Vincent and the Grenadines,03-10-2016,34.91
Swaziland,03-10-2016,32.04
Sweden,03-10-2016,42.65
Switzerland,03-10-2016,52.53
Tahiti,03-10-2016,31.79
Thailand,03-10-2016,36.76
Tonga,03-10-2016,69.47
Trinidad & Tobago,03-10-2016,46.25
Tunisia,03-10-2016,49.74
Uganda,03-10-2016,47.74
Ukraine,03-10-2016,54.85
United Arab Emirates,03-10-2016,38.49
Uruguay,03-10-2016,63.56
USA,03-10-2016,65.6
Uzbekistan,03-10-2016,31.29
Vanuatu,03-10-2016,27.45
Venezuela,03-10-2016,41.86
Wales,03-10-2016,82.49
Zambia,03-10-2016,35.8
Zimbabwe,03-10-2016,49.99
Andorra,03-10-2005,44.64
Arabian Gulf,03-10-2005,47.53
Argentina,03-10-2005,74.23
Australia,03-10-2005,84.85
Austria,03-10-2005,42.71
Bahamas,03-10-2005,35.61
Barbados,03-10-2005,43.13
Belgium,03-10-2005,50.42
Bermuda,03-10-2005,41.69
Bosnia & Herzegovina,03-10-2005,33.37
Botswana,03-10-2005,38.64
Brazil,03-10-2005,51.55
Bulgaria,03-10-2005,35.68
Cameroon,03-10-2005,38.94
Canada,03-10-2005,69.78
Cayman Islands,03-10-2005,43.87
Chile,03-10-2005,58.66
China,03-10-2005,49.76
Chinese Taipei,03-10-2005,48.54
Colombia,03-10-2005,37.53
Cook Islands,03-10-2005,45.87
Cote D'Ivoire,03-10-2005,48.59
Croatia,03-10-2005,51.7
Czech Republic,03-10-2005,58.12
Denmark,03-10-2005,47.39
England,03-10-2005,82.81
Fiji,03-10-2005,73.02
Finland,03-10-2005,29.32
France,03-10-2005,84.13
Georgia,03-10-2005,63.28
Germany,03-10-2005,55.18
Guam,03-10-2005,38.14
Guyana,03-10-2005,40.35
Hong Kong,03-10-2005,54.09
Hungary,03-10-2005,38.38
India,03-10-2005,37.08
Ireland,03-10-2005,82.14
Israel,03-10-2005,35.42
Italy,03-10-2005,72.77
Jamaica,03-10-2005,38.97
Japan,03-10-2005,65.48
Kazakhstan,03-10-2005,47.34
Kenya,03-10-2005,48.97
Korea,03-10-2005,60.35
Latvia,03-10-2005,43.96
Lithuania,03-10-2005,40.65
Luxembourg,03-10-2005,39.47
Madagascar,03-10-2005,47.71
Malaysia,03-10-2005,39.5
Malta,03-10-2005,44.96
Moldova,03-10-2005,47.57
Monaco,03-10-2005,38.81
Morocco,03-10-2005,60.65
Namibia,03-10-2005,59.38
Netherlands,03-10-2005,52.61
New Zealand,03-10-2005,91.95
Nigeria,03-10-2005,35.99
Niue Island,03-10-2005,40.96
Norway,03-10-2005,34.74
Papua New Guinea,03-10-2005,45.09
Paraguay,03-10-2005,54.21
Peru,03-10-2005,45.44
Poland,03-10-2005,52.7
Portugal,03-10-2005,65.58
Romania,03-10-2005,65.53
Russia,03-10-2005,57.89
Samoa,03-10-2005,71.97
Scotland,03-10-2005,74.21
Senegal,03-10-2005,41.71
Serbia,03-10-2005,41.34
Singapore,03-10-2005,46.72
Slovenia,03-10-2005,42.64
Solomon Islands,03-10-2005,39.06
South Africa,03-10-2005,88.99
Spain,03-10-2005,53.86
Sri Lanka,03-10-2005,46.79
St Lucia,03-10-2005,37.57
St Vincent and the Grenadines,03-10-2005,39.3
Swaziland,03-10-2005,37.57
Sweden,03-10-2005,45.36
Switzerland,03-10-2005,48.7
Tahiti,03-10-2005,36.25
Thailand,03-10-2005,42.13
Tonga,03-10-2005,62.04
Trinidad & Tobago,03-10-2005,43.97
Tunisia,03-10-2005,51.32
Uganda,03-10-2005,42.94
Ukraine,03-10-2005,55.18
Uruguay,03-10-2005,67.55
USA,03-10-2005,68.29
Vanuatu,03-10-2005,34.77
Venezuela,03-10-2005,45.45
Wales,03-10-2005,83.08
Zambia,03-10-2005,39.96
Zimbabwe,03-10-2005,47.14
American Samoa,03-11-2014,30
Andorra,03-11-2014,41.14
Argentina,03-11-2014,75.97
Australia,03-11-2014,84.53
Austria,03-11-2014,38.61
Bahamas,03-11-2014,32.99
Barbados,03-11-2014,38.26
Belgium,03-11-2014,53.9
Bermuda,03-11-2014,41.59
Bosnia & Herzegovina,03-11-2014,34.66
Botswana,03-11-2014,39.64
Brazil,03-11-2014,50.63
Bulgaria,03-11-2014,33.31
Cameroon,03-11-2014,38.33
Canada,03-11-2014,67.77
Cayman Islands,03-11-2014,45.41
Chile,03-11-2014,54.54
China,03-11-2014,41.47
Chinese Taipei,03-11-2014,42.62
Colombia,03-11-2014,44.63
Cook Islands,03-11-2014,47.11
Cote D'Ivoire,03-11-2014,47.08
Croatia,03-11-2014,45.9
Czech Republic,03-11-2014,50.68
Denmark,03-11-2014,37.56
England,03-11-2014,85.68
